age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out
24,F,Other,Less than 25,Low,Male,1,-1,3,0,0,12/6/2013 3:59,12/7/2013 8:00
43,M,African-American,25 - 45,Low,Male,3,-4,1,1,1,10/3/2014 2:03,10/4/2014 7:52
33,F,African-American,25 - 45,Low,Female,1,-1,1,0,0,9/24/2013 7:19,9/25/2013 7:32
22,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,2/4/2014 1:35,2/13/2014 10:41
34,F,African-American,25 - 45,Low,Male,3,-1,1,0,0,1/21/2014 6:38,1/22/2014 7:53
36,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,1/18/2013 3:17,1/18/2013 8:51
69,F,Caucasian,Greater than 45,Medium,Male,0,-1,5,0,0,1/18/2013 4:01,1/19/2013 1:25
32,F,Caucasian,25 - 45,Medium,Male,5,-1,5,1,1,2/21/2013 3:26,2/22/2013 1:32
22,F,African-American,Less than 25,Medium,Male,1,0,7,1,1,3/21/2014 1:38,3/21/2014 2:39
46,F,Caucasian,Greater than 45,Medium,Male,0,-1,5,0,0,12/9/2013 6:27,2/26/2014 1:03
34,M,Caucasian,25 - 45,Medium,Male,1,-14,5,0,0,2/10/2014 2:20,2/11/2014 9:23
32,M,Hispanic,25 - 45,Low,Female,0,0,1,0,0,3/7/2014 7:10,3/17/2014 7:16
39,M,African-American,25 - 45,Low,Male,0,-1,1,0,0,1/27/2013 10:35,1/28/2013 6:46
25,M,African-American,25 - 45,Medium,Male,6,-1,7,1,1,9/30/2014 8:47,10/2/2014 8:08
21,M,Hispanic,Less than 25,Low,Female,0,-1,4,1,1,5/5/2013 11:13,5/6/2013 12:12
63,F,African-American,Greater than 45,Medium,Male,9,0,6,1,1,3/4/2014 12:30,3/6/2014 9:46
24,F,Caucasian,Less than 25,Low,Male,8,-1,4,1,1,2/5/2013 10:17,2/6/2013 7:20
29,M,Caucasian,25 - 45,Medium,Male,2,-2,5,1,0,7/24/2013 10:54,7/26/2013 10:35
20,F,African-American,Less than 25,High,Male,3,0,8,1,1,9/8/2014 4:39,9/8/2014 1:20
40,M,Caucasian,25 - 45,Medium,Female,0,-1,5,0,0,2/16/2014 9:48,2/19/2014 4:10
30,F,African-American,25 - 45,High,Male,7,0,8,1,1,9/28/2013 2:18,9/28/2013 8:49
50,F,Caucasian,Greater than 45,Medium,Male,5,-8,7,1,0,4/17/2013 10:39,4/22/2013 11:45
37,M,African-American,25 - 45,Medium,Male,4,-1,7,1,1,10/31/2014 9:52,1/14/2015 12:38
34,F,African-American,25 - 45,Medium,Male,1,0,7,0,0,2/24/2013 12:31,2/24/2013 9:00
35,F,Hispanic,25 - 45,Low,Female,0,-1,2,0,0,3/19/2014 7:32,3/20/2014 11:57
31,M,African-American,25 - 45,Low,Female,1,-1,2,1,1,1/8/2013 7:24,1/10/2013 4:12
23,F,Caucasian,Less than 25,Medium,Male,10,-1,7,1,0,1/11/2013 1:35,3/22/2013 8:45
22,F,Hispanic,Less than 25,Low,Male,0,-1,4,1,1,8/9/2013 9:54,9/11/2013 4:32
37,F,Caucasian,25 - 45,Low,Male,2,-1,1,1,1,4/21/2013 10:08,4/26/2013 8:11
20,F,Other,Less than 25,Low,Male,0,-2,4,0,0,9/28/2013 8:34,9/29/2013 1:46
26,F,Caucasian,25 - 45,Medium,Male,2,-1,5,0,0,3/25/2013 11:41,3/26/2013 1:03
34,F,African-American,25 - 45,High,Male,12,-1,9,1,1,10/3/2014 12:22,10/15/2014 10:01
59,M,Caucasian,Greater than 45,Low,Male,2,-15,1,1,1,10/29/2014 9:37,10/30/2014 8:26
37,M,Caucasian,25 - 45,Low,Male,2,-12,2,0,0,8/4/2013 8:19,8/16/2013 10:55
38,F,Other,25 - 45,Low,Male,0,-1,1,1,1,2/13/2013 9:32,2/14/2013 8:31
45,F,Caucasian,Greater than 45,Low,Male,1,-1,1,1,1,8/4/2013 9:44,8/9/2013 11:23
22,F,African-American,Less than 25,High,Male,1,-1,8,0,0,8/13/2013 1:31,9/18/2013 11:56
24,F,African-American,Less than 25,High,Male,3,26,8,1,1,4/25/2013 10:21,5/30/2013 12:22
25,F,African-American,25 - 45,Medium,Male,5,-1,5,0,0,1/27/2013 10:18,3/5/2013 6:42
24,F,African-American,Less than 25,Medium,Male,6,-1,6,1,1,3/12/2014 6:10,3/13/2014 8:53
20,M,African-American,Less than 25,Low,Male,1,-1,4,1,1,11/7/2013 1:46,11/8/2013 8:59
32,F,Caucasian,25 - 45,Low,Female,2,-1,2,1,1,10/30/2014 6:31,10/31/2014 6:18
49,F,African-American,Greater than 45,High,Male,3,-1,8,1,1,11/3/2014 12:38,11/4/2014 10:13
31,F,Caucasian,25 - 45,Medium,Male,11,-1,7,1,1,11/17/2014 5:24,11/18/2014 1:35
58,F,Caucasian,Greater than 45,Medium,Male,7,-1,7,1,1,8/9/2013 12:52,2/11/2014 6:09
50,M,Hispanic,Greater than 45,Low,Male,2,0,1,0,0,2/24/2014 5:18,2/25/2014 4:40
26,F,African-American,25 - 45,Medium,Male,11,-1,7,1,1,2/22/2014 4:00,2/23/2014 8:33
20,F,African-American,Less than 25,Medium,Male,1,-20,6,0,0,1/16/2014 8:27,1/19/2014 2:09
51,M,Caucasian,Greater than 45,Low,Male,1,-1,2,1,1,8/8/2013 4:57,8/10/2013 4:22
30,M,African-American,25 - 45,Low,Male,2,-1,2,0,0,1/20/2013 5:11,2/7/2013 9:31
39,M,Other,25 - 45,Low,Male,0,-1,1,1,0,1/11/2014 5:27,1/14/2014 9:21
26,F,African-American,25 - 45,Medium,Male,2,-1,6,0,0,4/5/2013 1:11,5/8/2013 8:21
20,M,Other,Less than 25,Medium,Male,0,-1,5,0,0,10/20/2013 10:25,10/21/2013 7:52
26,F,Caucasian,25 - 45,Medium,Female,0,-4,5,0,0,2/21/2013 11:28,2/22/2013 1:51
26,F,African-American,25 - 45,Low,Male,5,-1,4,0,0,3/26/2013 6:03,3/29/2013 4:56
20,F,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,12/5/2013 11:38,12/6/2013 12:40
28,F,African-American,25 - 45,Low,Male,0,0,3,1,1,2/17/2014 1:46,3/4/2014 5:23
23,M,African-American,Less than 25,Low,Male,1,-1,2,1,1,2/3/2014 12:52,2/4/2014 8:12
21,M,African-American,Less than 25,Medium,Female,0,-4,5,0,0,1/24/2013 11:20,1/25/2013 2:16
25,F,Other,25 - 45,High,Male,0,-1,9,1,1,5/2/2013 5:54,5/3/2013 11:02
30,F,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,10/26/2013 11:37,10/28/2013 7:52
21,F,Caucasian,Less than 25,High,Male,2,-3,9,1,1,10/18/2013 1:25,10/18/2013 8:21
20,F,Caucasian,Less than 25,Medium,Male,1,13,7,1,1,12/26/2013 4:31,2/4/2014 8:08
24,F,Caucasian,Less than 25,Medium,Male,5,16,6,1,1,10/9/2013 4:55,10/28/2013 2:19
35,F,African-American,25 - 45,High,Male,22,0,10,1,1,1/22/2013 4:07,1/24/2013 5:56
27,F,Other,25 - 45,Low,Female,0,-1,3,1,1,4/12/2014 9:51,4/15/2014 2:39
50,F,Caucasian,Greater than 45,Low,Male,2,-1,2,1,1,1/8/2013 3:16,1/17/2013 5:32
25,M,African-American,25 - 45,High,Male,5,-1,9,0,0,4/13/2013 10:35,4/15/2013 4:04
31,M,African-American,25 - 45,High,Male,12,-1,8,1,1,3/22/2013 10:04,5/1/2013 10:54
26,F,African-American,25 - 45,High,Male,0,-1,9,0,0,8/25/2013 7:42,8/26/2013 7:55
22,F,African-American,Less than 25,Low,Male,0,-1,4,0,0,5/21/2013 4:56,5/22/2013 7:40
29,F,African-American,25 - 45,Low,Male,0,0,3,0,0,12/22/2013 3:48,12/22/2013 8:17
33,F,Other,25 - 45,Low,Male,2,0,1,1,1,5/21/2013 12:35,5/22/2013 2:58
52,F,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,1/11/2013 10:25,1/12/2013 1:20
37,M,Hispanic,25 - 45,Low,Male,0,-1,1,1,1,9/15/2014 9:22,9/16/2014 9:04
21,F,African-American,Less than 25,Medium,Male,0,-1,7,1,0,10/28/2013 10:17,10/29/2013 2:28
21,F,Caucasian,Less than 25,High,Male,1,0,8,0,0,12/28/2013 2:53,12/28/2013 1:30
20,F,Caucasian,Less than 25,High,Female,0,0,8,1,1,12/16/2014 2:14,12/18/2014 9:54
43,M,Hispanic,25 - 45,Low,Male,1,-1,1,1,1,11/2/2014 9:58,11/3/2014 8:59
30,F,Caucasian,25 - 45,Low,Male,1,-1,1,1,1,2/24/2014 6:45,2/25/2014 10:30
33,M,African-American,25 - 45,Low,Female,3,0,4,1,1,2/9/2013 12:46,2/14/2013 9:32
24,F,African-American,Less than 25,Medium,Male,3,0,7,0,0,9/22/2013 5:19,12/24/2013 10:49
52,M,Hispanic,Greater than 45,Low,Female,0,-1,1,1,1,1/31/2013 11:06,2/1/2013 9:42
30,F,African-American,25 - 45,Medium,Female,11,0,7,1,1,12/1/2013 6:16,12/7/2013 7:29
30,M,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,5/14/2013 9:22,5/15/2013 1:21
47,F,African-American,Greater than 45,Low,Male,13,0,2,1,1,11/2/2014 1:23,11/2/2014 9:19
41,M,African-American,25 - 45,High,Male,9,-1,9,0,0,2/13/2013 5:10,2/15/2013 5:30
21,F,Hispanic,Less than 25,High,Male,4,-1,10,1,1,9/27/2013 7:57,9/28/2013 1:40
48,F,Caucasian,Greater than 45,Low,Male,6,-26,2,0,0,11/7/2013 12:05,11/13/2013 9:53
52,F,African-American,Greater than 45,High,Male,2,-1,9,1,1,4/10/2014 4:35,5/13/2014 7:57
34,M,African-American,25 - 45,Low,Female,1,-1,1,0,0,2/17/2013 7:32,2/18/2013 8:01
35,F,Caucasian,25 - 45,Low,Male,0,-1,3,1,1,6/9/2014 7:07,6/10/2014 9:49
25,F,Other,25 - 45,Low,Male,1,-1,4,1,1,9/13/2014 10:33,9/15/2014 3:24
24,F,African-American,Less than 25,Low,Male,1,-1,2,1,1,8/5/2014 8:19,8/6/2014 2:25
25,M,African-American,25 - 45,Low,Male,1,0,2,0,0,12/18/2013 2:16,12/18/2013 8:23
34,F,African-American,25 - 45,High,Male,20,-1,9,1,1,10/30/2014 8:24,11/26/2014 3:56
25,F,African-American,25 - 45,Low,Male,2,-1,4,1,1,2/24/2013 4:07,2/25/2013 2:08
24,F,Hispanic,Less than 25,Medium,Male,4,-1,6,1,1,3/22/2013 9:58,3/23/2013 7:46
56,F,Caucasian,Greater than 45,Low,Male,6,-1,1,0,0,5/7/2013 9:00,5/8/2013 6:44
23,F,African-American,Less than 25,Low,Male,0,0,4,0,0,4/3/2013 2:54,4/3/2013 9:43
21,M,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,1/8/2014 10:11,1/9/2014 12:48
66,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,8/18/2013 8:34,8/20/2013 7:37
28,M,African-American,25 - 45,Medium,Male,7,-1,7,0,0,3/20/2013 6:48,3/21/2013 1:37
29,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,12/24/2013 4:19,12/24/2013 1:22
22,F,Caucasian,Less than 25,Medium,Male,3,0,7,1,1,1/15/2014 2:46,1/17/2014 10:00
39,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1/5/2014 5:46,1/6/2014 8:24
33,M,African-American,25 - 45,High,Male,9,-1,8,1,1,4/18/2014 7:56,4/19/2014 8:57
29,F,Caucasian,25 - 45,Low,Male,2,-1,1,1,1,8/20/2013 12:16,8/21/2013 7:52
31,F,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,3/27/2013 2:03,3/28/2013 7:56
22,M,African-American,Less than 25,High,Male,0,-1,8,0,0,2/16/2013 11:06,4/11/2013 8:20
22,M,Caucasian,Less than 25,Medium,Female,0,-1,5,0,0,10/24/2013 3:53,10/25/2013 2:25
35,F,Caucasian,25 - 45,Low,Male,3,0,4,0,0,9/25/2013 1:21,9/26/2013 4:17
29,F,Caucasian,25 - 45,Low,Male,3,-1,4,1,1,2/7/2014 4:26,2/8/2014 9:08
56,F,Caucasian,Greater than 45,Low,Male,1,-1,1,1,0,1/17/2013 10:28,1/18/2013 8:29
34,F,African-American,25 - 45,Low,Female,0,-1,1,0,0,1/25/2014 9:03,1/26/2014 6:20
23,F,African-American,Less than 25,Low,Male,1,-1,4,1,1,2/13/2014 8:55,2/17/2014 1:33
27,F,African-American,25 - 45,Medium,Male,1,0,5,1,1,11/16/2014 12:33,11/17/2014 8:08
43,F,Caucasian,25 - 45,Low,Male,2,-1,1,0,0,9/13/2013 9:19,9/14/2013 7:13
38,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1/7/2013 10:25,1/8/2013 9:34
39,F,Caucasian,25 - 45,Low,Male,3,-1,3,0,0,3/10/2013 7:57,3/11/2013 3:27
24,F,African-American,Less than 25,Low,Male,1,-1,3,1,1,9/13/2014 10:26,9/14/2014 1:26
26,M,African-American,25 - 45,Low,Male,2,0,3,0,0,4/29/2013 12:50,4/29/2013 9:25
55,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,1/23/2014 9:15,1/25/2014 2:22
35,F,African-American,25 - 45,Medium,Male,1,-1,6,1,1,9/13/2013 8:50,9/14/2013 7:04
61,F,African-American,Greater than 45,Medium,Male,25,-1,7,0,0,3/25/2013 1:22,3/26/2013 7:28
33,M,Other,25 - 45,Low,Male,0,-1,1,0,0,3/11/2013 12:27,3/22/2013 9:48
40,F,Caucasian,25 - 45,Medium,Male,4,0,7,0,0,9/27/2013 1:04,9/28/2013 4:31
33,F,African-American,25 - 45,Low,Male,3,0,2,0,0,4/11/2013 1:37,4/11/2013 7:46
26,F,Caucasian,25 - 45,Medium,Male,0,-1,6,1,1,11/6/2014 6:10,11/7/2014 8:40
32,F,Caucasian,25 - 45,High,Male,15,0,9,1,1,2/3/2014 12:37,5/5/2014 11:08
28,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,2/10/2014 4:55,2/11/2014 1:42
45,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1/4/2013 5:56,1/5/2013 7:57
30,F,Caucasian,25 - 45,High,Male,0,-1,9,1,1,12/8/2014 8:31,1/14/2015 10:55
57,F,Caucasian,Greater than 45,Low,Female,4,-1,2,0,0,3/14/2013 11:21,11/27/2013 6:50
26,F,African-American,25 - 45,Medium,Male,3,-1,7,1,1,9/28/2013 6:05,11/14/2013 8:19
35,F,African-American,25 - 45,High,Male,1,-1,8,0,0,9/5/2013 12:59,9/6/2013 1:34
54,F,Hispanic,Greater than 45,Low,Male,0,0,1,0,0,4/7/2013 3:17,4/9/2013 7:14
29,F,African-American,25 - 45,Medium,Female,0,-1,5,0,0,2/25/2014 10:19,2/28/2014 9:41
40,M,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,12/18/2013 7:23,12/19/2013 9:39
28,F,Caucasian,25 - 45,Low,Male,1,-1,2,1,1,1/15/2013 1:11,1/16/2013 6:39
25,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,5/10/2013 9:11,5/11/2013 7:06
44,M,African-American,25 - 45,Medium,Male,3,-1,6,0,0,5/15/2013 9:10,5/18/2013 5:34
23,F,Caucasian,Less than 25,Low,Male,4,-1,4,1,1,5/5/2013 9:33,5/6/2013 8:00
29,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,10/18/2013 10:11,12/30/2013 6:13
56,M,Caucasian,Greater than 45,Low,Male,0,-4,1,0,0,8/15/2013 4:33,8/15/2013 9:09
27,M,African-American,25 - 45,Low,Female,0,-1,3,0,0,1/23/2014 8:08,1/24/2014 10:07
29,M,Caucasian,25 - 45,Medium,Female,0,-1,7,0,0,3/3/2013 9:50,3/4/2013 8:09
34,M,Caucasian,25 - 45,Low,Female,4,-1,4,0,0,11/11/2013 7:15,11/12/2013 1:43
22,F,African-American,Less than 25,Medium,Female,0,0,7,0,0,1/15/2013 12:42,1/15/2013 2:11
40,F,Caucasian,25 - 45,Low,Male,5,7,1,1,1,8/21/2013 12:30,8/22/2013 3:44
31,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,3/21/2014 11:14,3/24/2014 4:48
47,F,African-American,Greater than 45,Low,Male,3,-1,2,0,0,1/4/2014 11:28,1/6/2014 11:05
24,F,African-American,Less than 25,Medium,Male,8,-1,7,1,1,8/18/2013 7:10,10/7/2013 1:43
39,F,African-American,25 - 45,High,Male,4,-1,9,0,0,8/9/2013 7:48,12/6/2013 4:19
29,F,African-American,25 - 45,Medium,Male,10,0,6,1,1,8/18/2013 12:03,8/19/2013 7:36
30,F,Hispanic,25 - 45,Low,Male,2,-1,2,0,0,9/5/2013 7:52,9/11/2013 8:03
26,F,African-American,25 - 45,High,Female,4,-1,9,1,1,10/24/2014 11:09,10/25/2014 6:29
61,M,African-American,Greater than 45,High,Male,2,0,8,0,0,10/11/2013 12:18,10/12/2013 5:32
37,M,Hispanic,25 - 45,Low,Male,3,0,4,0,0,10/18/2013 2:04,10/18/2013 7:46
38,F,Other,25 - 45,Low,Male,1,-1,1,1,1,5/16/2014 5:12,5/17/2014 9:27
30,M,African-American,25 - 45,High,Male,0,-1,9,0,0,2/6/2013 1:02,2/7/2013 7:22
20,M,African-American,Less than 25,Medium,Male,0,-1,5,1,1,5/6/2014 7:09,5/7/2014 6:15
56,F,African-American,Greater than 45,High,Male,22,-1,9,1,1,4/1/2013 11:17,6/11/2013 11:34
50,F,Caucasian,Greater than 45,Low,Female,3,0,3,1,1,10/2/2013 5:17,10/2/2013 8:17
47,F,Other,Greater than 45,Low,Male,0,-1,1,0,0,12/10/2013 3:24,12/12/2013 3:36
30,F,African-American,25 - 45,Medium,Male,10,18,6,1,1,6/3/2013 4:48,6/4/2013 3:33
59,M,African-American,Greater than 45,Low,Male,1,-1,1,0,0,3/27/2013 9:14,5/29/2013 6:13
20,F,African-American,Less than 25,High,Male,1,-1,10,1,1,2/22/2014 11:34,8/28/2014 12:48
23,M,Caucasian,Less than 25,High,Male,4,-1,9,1,1,9/22/2013 1:06,9/24/2013 4:25
28,F,Caucasian,25 - 45,Medium,Female,2,-3,6,1,1,9/30/2014 6:37,9/30/2014 8:33
50,F,Hispanic,Greater than 45,High,Male,3,-1,9,1,1,1/19/2013 7:35,2/22/2013 6:46
35,M,Caucasian,25 - 45,Medium,Male,3,0,5,1,1,3/9/2014 12:45,3/10/2014 9:22
22,F,African-American,Less than 25,High,Male,1,0,9,1,1,4/6/2013 2:15,4/11/2013 7:51
41,F,Hispanic,25 - 45,Low,Female,0,-1,1,0,0,1/30/2014 6:22,1/31/2014 10:00
22,F,African-American,Less than 25,Medium,Male,0,-1,7,0,0,9/10/2013 8:06,9/12/2013 8:19
61,F,African-American,Greater than 45,Low,Male,8,-22,2,1,1,6/4/2013 7:23,6/5/2013 1:21
26,F,African-American,25 - 45,Low,Male,5,-1,4,0,0,12/6/2013 2:33,12/7/2013 1:40
44,F,Caucasian,25 - 45,Medium,Male,1,0,5,0,0,2/7/2014 5:14,2/9/2014 1:53
34,M,African-American,25 - 45,Low,Female,0,-1,1,1,1,2/28/2014 7:07,3/1/2014 9:05
29,F,Caucasian,25 - 45,Low,Male,1,3,2,1,1,1/4/2013 4:53,1/5/2013 4:30
29,M,African-American,25 - 45,High,Male,8,-1,9,0,0,2/8/2013 7:03,2/13/2013 9:34
48,F,African-American,Greater than 45,Low,Male,5,-1,4,1,1,9/11/2013 10:49,9/12/2013 8:29
31,M,African-American,25 - 45,Medium,Female,0,-5,6,0,0,10/27/2013 6:08,10/31/2013 9:28
21,F,Caucasian,Less than 25,Medium,Male,2,-10,6,0,0,1/24/2014 10:45,1/25/2014 2:10
34,F,Caucasian,25 - 45,Medium,Male,4,-1,5,0,0,3/31/2013 7:55,4/1/2013 3:57
54,F,African-American,Greater than 45,Medium,Male,21,-1,6,0,0,3/27/2013 9:35,3/28/2013 8:15
20,F,Caucasian,Less than 25,High,Male,4,-1,10,0,0,8/6/2013 10:51,8/7/2013 8:37
31,F,Caucasian,25 - 45,Low,Male,1,-1,3,1,1,7/3/2014 10:01,8/8/2014 10:32
22,M,Caucasian,Less than 25,Low,Male,0,0,4,0,0,10/14/2013 4:47,10/15/2013 4:13
36,M,African-American,25 - 45,Low,Male,6,-1,4,0,0,3/22/2014 9:43,3/23/2014 8:40
34,F,African-American,25 - 45,Medium,Male,9,-1,7,1,1,6/4/2014 9:44,6/5/2014 7:57
50,M,African-American,Greater than 45,High,Male,15,-1,8,0,0,12/2/2013 7:48,12/3/2013 8:28
47,F,Native American,Greater than 45,High,Male,22,0,10,1,1,5/12/2014 2:28,5/15/2014 3:47
49,M,Other,Greater than 45,Low,Female,0,-1,1,0,0,5/9/2013 9:53,5/10/2013 10:01
31,M,African-American,25 - 45,Low,Male,1,-1,4,0,0,1/4/2014 7:13,1/5/2014 8:45
49,F,African-American,Greater than 45,Low,Male,10,-1,3,1,1,4/23/2013 12:27,5/3/2013 8:40
21,F,African-American,Less than 25,High,Male,2,-1,9,0,0,8/27/2013 5:04,10/2/2013 9:14
26,F,African-American,25 - 45,Medium,Female,5,-1,7,1,1,3/19/2014 4:37,3/20/2014 10:04
29,F,Other,25 - 45,Low,Male,0,-1,2,0,0,11/11/2013 2:32,11/12/2013 8:34
61,F,Hispanic,Greater than 45,Low,Male,0,-1,1,0,0,1/5/2013 11:02,1/6/2013 1:15
25,F,Caucasian,25 - 45,High,Female,2,16,9,1,1,1/31/2014 12:17,2/1/2014 9:34
38,F,Caucasian,25 - 45,Low,Male,5,-1,4,0,0,12/12/2013 6:13,12/13/2013 8:38
35,M,Caucasian,25 - 45,Low,Male,2,-1,1,0,0,12/8/2013 6:16,12/9/2013 1:38
55,F,Other,Greater than 45,Low,Male,8,-1,1,1,1,2/20/2013 8:27,2/26/2013 11:12
32,F,African-American,25 - 45,Low,Male,4,0,4,1,1,10/21/2014 12:04,12/5/2014 11:33
29,F,Caucasian,25 - 45,Low,Male,1,-18,2,0,0,1/10/2014 9:37,1/13/2014 7:58
46,F,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,1/21/2014 4:33,1/21/2014 8:51
53,M,Caucasian,Greater than 45,Medium,Male,1,-1,5,1,0,1/21/2013 11:09,1/22/2013 8:54
27,F,Caucasian,25 - 45,Medium,Female,1,-1,5,1,1,9/28/2014 11:52,10/24/2014 1:15
29,F,Caucasian,25 - 45,High,Male,4,-2,8,0,0,1/23/2013 9:48,1/24/2013 2:08
26,F,Other,25 - 45,Low,Male,0,-1,1,1,1,10/19/2013 2:44,10/21/2013 8:05
23,M,African-American,Less than 25,Low,Male,3,-1,2,1,1,3/6/2013 9:22,3/7/2013 6:14
43,M,Hispanic,25 - 45,Low,Male,3,21,3,1,1,10/14/2013 3:09,10/16/2013 9:20
24,M,Caucasian,Less than 25,Low,Male,1,-1,2,1,0,10/17/2013 7:15,10/18/2013 8:16
33,F,African-American,25 - 45,High,Male,18,0,10,1,1,2/18/2014 3:39,2/19/2014 7:33
32,M,African-American,25 - 45,Medium,Male,1,-1,6,1,1,12/1/2014 11:57,12/23/2014 9:13
38,F,African-American,25 - 45,High,Female,7,0,10,1,1,1/19/2013 3:02,2/27/2013 8:02
40,F,African-American,25 - 45,Medium,Male,20,-1,7,0,0,8/26/2013 5:08,8/27/2013 6:56
36,M,African-American,25 - 45,Low,Female,1,-1,1,0,0,3/3/2013 9:45,3/4/2013 1:14
34,F,African-American,25 - 45,High,Male,16,-1,9,1,1,2/28/2014 9:40,3/1/2014 9:49
41,M,Caucasian,25 - 45,Low,Male,1,-1,2,1,1,5/5/2013 2:01,5/7/2013 4:47
57,F,Caucasian,Greater than 45,Low,Male,7,-1,1,1,0,1/27/2013 7:37,6/28/2013 5:35
26,F,African-American,25 - 45,Medium,Male,1,-1,5,1,0,10/9/2013 7:03,10/10/2013 10:04
45,F,African-American,Greater than 45,Low,Male,0,0,3,1,1,10/8/2014 4:47,10/9/2014 4:05
26,F,African-American,25 - 45,Low,Male,2,-7,3,0,0,5/3/2013 4:10,5/10/2013 12:24
48,F,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,1/29/2014 6:04,1/30/2014 10:34
52,M,Caucasian,Greater than 45,Low,Male,7,-1,2,0,0,4/19/2013 11:43,4/20/2013 8:15
22,F,Hispanic,Less than 25,Low,Male,2,-1,3,1,1,1/7/2013 9:12,2/8/2013 1:06
43,M,African-American,25 - 45,Low,Female,0,-1,1,0,0,4/30/2013 3:49,5/1/2013 10:14
24,F,Caucasian,Less than 25,Medium,Male,3,0,5,0,0,8/1/2013 6:42,9/6/2013 3:32
27,F,African-American,25 - 45,Medium,Male,11,-1,7,1,1,10/4/2014 2:29,10/9/2014 5:25
23,F,Hispanic,Less than 25,High,Male,2,-1,9,0,0,2/5/2014 10:23,2/28/2014 1:40
28,F,African-American,25 - 45,Medium,Male,2,-1,6,1,1,3/25/2013 6:38,3/26/2013 1:04
21,F,African-American,Less than 25,Medium,Male,0,0,5,0,0,2/3/2014 4:26,2/3/2014 8:48
33,M,African-American,25 - 45,High,Male,5,-1,9,1,1,4/15/2014 1:07,4/16/2014 8:49
25,F,African-American,25 - 45,High,Male,1,-1,8,1,1,3/22/2013 6:17,3/23/2013 10:32
36,F,African-American,25 - 45,High,Male,17,-1,8,1,1,10/22/2014 4:30,11/6/2014 5:02
25,F,Caucasian,25 - 45,Medium,Female,0,0,5,0,0,10/28/2013 4:36,10/29/2013 2:20
46,M,Caucasian,Greater than 45,Medium,Male,0,-1,5,0,0,1/17/2013 12:41,1/18/2013 1:52
24,F,African-American,Less than 25,Medium,Female,0,0,7,0,0,4/20/2013 4:53,4/22/2013 5:17
28,F,African-American,25 - 45,Medium,Male,4,0,7,1,1,1/29/2013 12:47,2/4/2013 5:02
28,M,African-American,25 - 45,Medium,Male,12,-2,7,1,1,1/4/2014 1:05,1/5/2014 2:30
23,M,African-American,Less than 25,Low,Male,0,0,3,1,1,7/20/2014 5:21,7/21/2014 8:03
24,M,Other,Less than 25,Low,Male,0,0,3,0,0,1/14/2013 3:09,1/14/2013 6:34
40,M,Hispanic,25 - 45,Low,Male,0,0,3,0,0,2/1/2013 2:35,2/1/2013 1:46
36,M,Hispanic,25 - 45,Low,Male,1,0,2,0,0,2/10/2014 3:17,2/10/2014 8:03
50,M,Caucasian,Greater than 45,Medium,Male,1,-1,6,1,1,2/3/2013 5:31,3/15/2013 9:45
24,M,Caucasian,Less than 25,Low,Male,0,0,2,0,0,5/7/2013 3:24,5/8/2013 3:17
55,F,African-American,Greater than 45,Low,Female,2,-1,1,0,0,5/26/2013 9:39,5/27/2013 12:50
22,F,African-American,Less than 25,Medium,Male,0,-1,7,1,1,9/20/2013 8:56,9/23/2013 8:17
38,F,African-American,25 - 45,Medium,Male,14,-1,7,0,0,8/6/2013 4:46,10/1/2013 8:40
31,F,African-American,25 - 45,Low,Male,1,-1,1,0,0,9/3/2013 7:13,9/4/2013 12:44
30,F,African-American,25 - 45,Low,Female,3,-1,2,0,0,1/11/2014 6:56,1/12/2014 2:17
37,F,African-American,25 - 45,High,Male,16,-1,8,1,1,6/17/2014 1:17,6/19/2014 3:41
41,M,Caucasian,25 - 45,Low,Female,1,0,2,0,0,1/14/2013 2:19,2/12/2013 5:24
20,F,African-American,Less than 25,Medium,Male,0,-1,5,1,1,1/30/2014 1:49,1/31/2014 1:46
21,M,Caucasian,Less than 25,Low,Male,0,0,4,1,1,5/14/2013 4:05,5/15/2013 3:52
22,M,Caucasian,Less than 25,Medium,Male,1,0,5,0,0,12/5/2013 12:27,12/14/2013 11:44
